-7.1253,-7.0249,0.75254,0.060553,0.26299,-6.1232,-6.9739,0.75297,0.32829,0.38021,0.74568,1.9048
-9.9525,-7.447,-0.1873,-2.9863,-0.67685,-6.0632,-6.9205,0.44464,-0.20585,0.078281,0.50579,1.7551
-6.9535,-6.9679,0.88069,0.26822,0.39115,-6.1316,-6.9772,0.79453,0.40176,0.41671,0.78594,1.9463
-6.402,-6.7574,1.3574,0.95464,0.86785,-6.1629,-6.9881,0.94808,0.67642,0.56902,0.92299,2.0963
-6.8166,-6.9195,0.98991,0.43588,0.50036,-6.1387,-6.9799,0.82985,0.4645,0.45203,0.81867,1.978
-7.245,-7.062,0.66922,-0.082213,0.17967,-6.1178,-6.9715,0.72589,0.28061,0.35312,0.7186,1.8777
-7.2669,-7.0685,0.6545,-0.10817,0.16495,-6.1169,-6.9711,0.7211,0.27219,0.34833,0.71381,1.8729
-8.4074,-7.3176,0.098998,-1.3939,-0.39055,-6.0813,-6.9492,0.53922,-0.043999,0.16938,0.57034,1.7548
-7.8298,-7.2133,0.33077,-0.75855,-0.15878,-6.096,-6.9602,0.61537,0.087578,0.24281,0.62656,1.8232
-9.0328,-7.3901,-0.061752,-2.0529,-0.5513,-6.0711,-6.9375,0.48619,-0.13497,0.11678,0.52853,1.7018
-6.8066,-6.9159,0.9981,0.44815,0.50855,-6.1392,-6.9801,0.8325,0.46921,0.45468,0.82132,1.9807
-9.3617,-7.4158,-0.1185,-2.3905,-0.60805,-6.0676,-6.9314,0.46742,-0.16703,0.099349,0.51657,1.7779
-5.7843,-6.4789,1.9952,1.7537,1.5057,-6.2057,-7.0005,1.1509,1.0474,0.77075,1.1225,2.2897
-9.4782,-7.4233,-0.13506,-2.509,-0.62461,-6.0665,-6.9292,0.46194,-0.17638,0.095184,0.51379,1.7724
-7.7587,-7.1975,0.36599,-0.67821,-0.12356,-6.0983,-6.9616,0.62691,0.10762,0.25435,0.6381,1.8348
-8.3897,-7.315,0.10479,-1.3749,-0.38475,-6.0817,-6.9496,0.54113,-0.040715,0.17129,0.57225,1.7567
-5.1137,-6.1418,2.7792,2.6454,2.2896,-6.2597,-7.0143,1.3961,1.5088,1.0093,1.3518,2.4914
-6.1519,-6.6493,1.6038,1.2749,1.1143,-6.1793,-6.9931,1.0268,0.81927,0.64711,1.0016,2.1656
-9.9431,-7.4466,-0.18647,-2.977,-0.67601,-6.0633,-6.9206,0.44492,-0.20538,0.078556,0.50607,1.7554
-11.309,-7.4779,-0.2555,-4.326,-0.74504,-6.059,-6.8958,0.42203,-0.2443,0.060082,0.51872,1.7404
-7.7086,-7.186,0.3918,-0.62121,-0.097753,-6.0999,-6.9626,0.63536,0.1223,0.2628,0.64655,1.8432
-9.0592,-7.3925,-0.066917,-2.0802,-0.55647,-6.0708,-6.937,0.48448,-0.13789,0.11507,0.53189,1.7001
