0.15408,-9.0796,-9.4327
0.82876,-12.358,-12.764
0.58646,-8.2894,-8.624
1.0798,-6.975,-7.2789
-0.81529,-9.9638,-10.341
0.81061,-8.3936,-8.7284
-0.31982,-9.9174,-10.29
1.2039,-9.4928,-9.8451
0.086213,-10.169,-10.542
-1.4464,-14.452,-14.915
-1.4759,-10.896,-11.297
-1.8365,-15.714,-16.201
-1.4849,-9.4233,-9.7965
-0.14014,-13.079,-13.507
-1.0207,-11.662,-12.073
-2.7743,-15.621,-16.117
1.7178,-4.7108,-4.9459
-0.28764,-8.3379,-8.6804
1.139,-11.883,-12.279
-0.31155,-16.488,-16.971
-0.17106,-10.35,-10.729
-0.082527,-12.306,-12.72
-0.038283,-15.316,-15.779
2.1228,-11.91,-12.297
-0.41679,-7.2819,-7.6044
3.0019,-5.0028,-5.2395
-1.7127,-12.3,-12.728
0.29461,-13.749,-14.183
-1.4914,-9.7447,-10.124
0.4558,-9.4533,-9.8109
-1.7213,-16.846,-17.35
0.061367,-10.806,-11.191
-1.1648,-13.627,-14.074
2.0238,-7.4231,-7.7293
0.93471,-11.251,-11.638
1.647,-10.581,-10.949
-0.49486,-10.315,-10.696
-1.2135,-17.448,-17.956
-1.4408,-14.454,-14.917
0.47524,-8.689,-9.0321
1.3499,-10.244,-10.609
2.3393,-6.6409,-6.9276
0.8642,-9.2128,-9.5626
0.52967,-11.417,-11.809
3.2493,-4.778,-5.0057
-0.33541,-10.421,-10.803
-0.9098,-9.3735,-9.7409
-1.0089,-10.602,-10.993
-1.8997,-16.182,-16.678
1.5203,-5.7645,-6.0347
-1.6569,-11.868,-12.289
-0.86459,-11.945,-12.36
1.0936,-6.2488,-6.5354
-0.4467,-12.012,-12.424
3.3779,-3.2294,-3.4005
0.10535,-11.055,-11.445
-0.78467,-12.951,-13.382
0.68754,-7.1246,-7.4348
-0.70727,-10.63,-11.019
-0.076481,-12.274,-12.687
0.026409,-10.072,-10.445
2.0356,-4.5841,-4.8127
-1.1466,-12.551,-12.979
0.66405,-10.457,-10.832
1.4405,-8.9373,-9.2774
-0.838,-13.055,-13.488
0.053903,-11.66,-12.062
-0.86869,-15.407,-15.88
1.7946,-6.2689,-6.5507
0.18561,-6.7064,-7.0113
0.43749,-12.045,-12.449
-0.23225,-10.315,-10.694
0.39991,-7.5856,-7.9077
-0.53376,-14.33,-14.782
-2.4837,-13.313,-13.766
0.15757,-12.674,-13.092
-0.84659,-12.926,-13.357
0.079645,-14.228,-14.673
1.3324,-9.9159,-10.275
-0.13715,-12.495,-12.912
-1.4311,-11.368,-11.777
-0.16514,-9.6243,-9.9903
2.1415,-11.492,-11.872
1.4845,-8.0179,-8.3401
0.92782,-9.8288,-10.189
1.5348,-5.4672,-5.7285
-0.46098,-12.835,-13.261
-1.1565,-12.146,-12.567
-0.71608,-12.86,-13.29
-0.33606,-10.652,-11.039
-1.5436,-10.455,-10.849
0.16776,-14.696,-15.147
-0.49519,-11.884,-12.294
0.59577,-5.6918,-5.9669
-0.91692,-12.618,-13.044
0.37657,-8.9296,-9.2781
-1.279,-12.703,-13.135
0.22623,-14.102,-14.543
-0.41926,-10.358,-10.74
-1.0319,-16.791,-17.287
-0.33091,-12.097,-12.51
0.28775,-7.9648,-8.2955
-0.011742,-15.684,-16.152
0.036811,-12.173,-12.583
-1.1148,-14.086,-14.539
0.38132,-7.1089,-7.4213
0.17261,-12.539,-12.954
1.1568,-10.456,-10.826
1.6823,-6.6472,-6.939
0.34332,-12.134,-12.541
-1.8463,-14.95,-15.425
-0.81431,-13.173,-13.609
-0.58304,-13.238,-13.672
-0.23777,-9.4701,-9.8337
-0.30978,-8.2896,-8.6314
1.664,-7.0136,-7.3139
-1.9257,-10.137,-10.527
1.3383,-8.11,-8.4352
0.54034,-11.954,-12.356
0.61062,-10.077,-10.445
0.4742,-10.796,-11.178
0.2113,-12.321,-12.732
-0.058463,-9.0327,-9.3866
-3.1112,-14.865,-15.352
-0.62168,-12.343,-12.762
-0.016404,-14.007,-14.448
0.78855,-10.009,-10.374
-0.091356,-6.3895,-6.6889
-0.15102,-12.669,-13.09
-0.90109,-9.6427,-10.015
-0.78773,-14.637,-15.096
0.63867,-9.1577,-9.5083
-1.3356,-16.745,-17.243
0.91222,-11.073,-11.456
-0.83751,-12.365,-12.786
-0.58413,-9.4242,-9.7898
0.025705,-8.9393,-9.2908
0.57101,-5.7604,-6.0376
-0.17468,-6.0261,-6.3167
-0.65788,-8.005,-8.344
-0.15544,-8.8245,-9.1753
0.017381,-11.243,-11.637
0.84022,-10.067,-10.433
0.70941,-8.001,-8.329
-1.0213,-9.8775,-10.255
-2.2778,-17.723,-18.246
0.10384,-10.955,-11.343
0.91534,-8.6228,-8.9611
-3.0509,-14.446,-14.925
0.66913,-10.831,-11.212
0.77175,-6.2572,-6.5465
-0.17246,-11.496,-11.896
0.71925,-10.996,-11.38
0.63819,-13.181,-13.603
-0.77502,-10.419,-10.805
1.2055,-9.0762,-9.4207
1.1814,-10.867,-11.245
0.44448,-14.105,-14.544
0.77582,-6.744,-7.0451
0.17467,-6.7962,-7.1032
-0.64552,-10.571,-10.959
0.26759,-10.227,-10.6
0.56636,-10.955,-11.339
-0.32836,-11.694,-12.099
0.24251,-9.1045,-9.4574
-0.67857,-13.652,-14.094
0.55031,-10.291,-10.663
-0.74596,-10.946,-11.342
0.62563,-10.107,-10.476
-0.23223,-14.256,-14.703
0.83331,-10.718,-11.096
-0.15755,-10.055,-10.429
-1.3279,-8.6065,-8.9627
0.78924,-9.0694,-9.4171
-1.1978,-12.979,-13.415
0.29209,-9.3621,-9.7194
0.45603,-11.173,-11.562
-0.54411,-8.9889,-9.346
-0.93478,-11.256,-11.659
-0.6968,-13.082,-13.515
-1.1093,-8.6263,-8.9811
-0.49633,-12.603,-13.025
-0.93255,-12.395,-12.818
-2.0622,-18.153,-18.68
0.64859,-8.5705,-8.91
1.1529,-5.7284,-6.0003
-0.79739,-13.784,-14.229
-1.0274,-15.097,-15.566
-1.0235,-14.197,-14.652
1.544,-12.403,-12.803
0.67322,-6.934,-7.2402
0.072285,-8.3312,-8.6707
-0.59319,-12.78,-13.207
1.0299,-12.159,-12.56
-0.23035,-17.334,-17.829
0.65372,-10.089,-10.457
0.20389,-11.099,-11.489
-0.02947,-12.594,-13.013
-1.0072,-11.6,-12.009
2.0133,-8.0359,-8.3543
-0.95366,-12.39,-12.813
-1.6336,-13.597,-14.047
-0.22308,-15.842,-16.315
-0.28157,-13.886,-14.328
-0.89335,-11.183,-11.584
0.59269,-10.995,-11.38
-0.36939,-9.3659,-9.7287
0.42294,-8.9959,-9.3453
1.3061,-6.1747,-6.4577
-1.425,-12.9,-13.336
0.45091,-7.1414,-7.4539
1.4625,-15.141,-15.586
0.33787,-12.203,-12.611
0.52374,-6.9773,-7.2857
-0.23554,-9.9329,-10.305
0.61138,-8.7633,-9.1067
0.62173,-6.1659,-6.4539
-0.39789,-13.781,-14.223
0.72149,-8.9561,-9.3022
-1.9232,-16.817,-17.322
1.3787,-9.7697,-10.126
-0.92547,-14.2,-14.654
-0.15188,-11.717,-12.121
-0.40716,-17.789,-18.292
-0.58625,-11.322,-11.723
2.0339,-8.3081,-8.6316
-0.51729,-14.005,-14.452
0.090226,-9.8027,-10.17
-0.019994,-10.641,-11.025
-0.74914,-12.432,-12.854
-1.1694,-6.4817,-6.7922
-1.9768,-14.3,-14.766
0.02669,-10.368,-10.746
-0.83828,-15.787,-16.265
-0.72876,-10.866,-11.26
-1.9701,-18.68,-19.214
1.0024,-9.9239,-10.286
-1.6881,-11.769,-12.188
2.0943,-10.084,-10.44
-2.1133,-14.365,-14.834
0.27726,-9.5348,-9.8954
-2.4124,-14.277,-14.747
0.38516,-11.335,-11.728
-1.0062,-15.932,-16.414
0.095631,-9.9815,-10.352
0.65346,-11.389,-11.78
-0.79471,-12.376,-12.798
0.15085,-12.117,-12.526
-0.93459,-12.639,-13.066
1.209,-9.8158,-10.174
0.99565,-7.6483,-7.967
-0.73428,-12.635,-13.06
2.3694,-8.3664,-8.6885
-2.5895,-15.884,-16.382
0.91605,-12.001,-12.401
0.23054,-12.803,-13.223
-0.35652,-11.754,-12.16
0.53538,-9.1163,-9.467
0.88797,-10.658,-11.034
3.1141,-6.5593,-6.8384
-0.62816,-11.051,-11.447
0.76889,-9.5063,-9.8624
1.0441,-8.6396,-8.9772
0.053633,-9.9626,-10.333
0.21402,-11.374,-11.768
1.1698,-8.872,-9.213
-0.35758,-14.616,-15.071
0.52329,-11.566,-11.961
0.97661,-7.9397,-8.2644
0.39296,-10.078,-10.448
-0.22857,-10.313,-10.693
0.25317,-11.085,-11.474
-1.9447,-19.644,-20.192
0.72187,-13.865,-14.298
1.5863,-9.7198,-10.073
-0.83776,-11.52,-11.927
-0.57666,-10.206,-10.586
-0.73453,-14.75,-15.211
-1.0241,-12.584,-13.011
0.74147,-11.051,-11.436
0.086488,-10.857,-11.243
-0.43439,-12.007,-12.419
-0.60531,-11.755,-12.164
-0.75679,-12.394,-12.815
0.65253,-10.038,-10.405
-0.19605,-10.672,-11.058
-0.12765,-9.6483,-10.014
-0.074965,-6.9945,-7.308
1.139,-8.1938,-8.5221
-0.25674,-9.0773,-9.4338
-0.40094,-12.657,-13.08
0.39981,-8.576,-8.9175
-0.68871,-15.586,-16.059
-0.16823,-12.195,-12.608
-0.51679,-13.206,-13.639
0.4965,-10.352,-10.726
1.2445,-6.8616,-7.1617
-0.15446,-10.573,-10.956
0.85155,-8.572,-8.9099
-0.067411,-8.0697,-8.4052
0.89526,-10.451,-10.823
-0.62372,-10.882,-11.275
-0.11488,-14.251,-14.697
0.76352,-12.537,-12.947
0.50979,-8.9273,-9.2746
1.7981,-6.1394,-6.4178
0.026076,-8.664,-9.0103
-0.0052658,-10.745,-11.13
1.0499,-9.6419,-9.9981
-1.6266,-10.997,-11.401
0.32727,-8.2433,-8.579
2.3467,-8.5824,-8.9087
0.026302,-10.351,-10.729
-0.51762,-12.475,-12.895
1.4113,-7.4899,-7.8021
-1.4794,-8.4536,-8.8081
0.6763,-9.9535,-10.319
0.2281,-10.31,-10.686
2.1302,-6.5655,-6.852
0.48664,-11.113,-11.5
0.66007,-10.002,-10.368
-1.752,-14.685,-15.155
1.6277,-4.1593,-4.3748
-0.55437,-12.635,-13.059
-0.51797,-10.728,-11.117
2.1302,-8.1473,-8.4671
1.0372,-11.886,-12.282
-0.20709,-8.4707,-8.8152
-1.1662,-11.323,-11.729
1.0732,-10.439,-10.809
-0.071764,-13.001,-13.426
-1.6866,-13.353,-13.8
1.7513,-10.378,-10.742
0.99585,-12.044,-12.444
-0.018685,-12.881,-13.304
1.3197,-7.9736,-8.2962
-0.28624,-12.601,-13.022
0.24611,-12.382,-12.794
-0.27766,-11.868,-12.276
0.018694,-13.546,-13.98
-1.5605,-9.3918,-9.765
2.5795,-10.941,-11.308
-0.43238,-12.724,-13.148
-1.3247,-11.299,-11.706
-0.61676,-10.443,-10.827
-1.9102,-14.993,-15.47
0.39496,-8.7608,-9.1059
0.028182,-12.945,-13.369
0.014876,-10.288,-10.664
1.4988,-9.4175,-9.766
0.257,-13.856,-14.293
0.6633,-7.3134,-7.6279
-0.16756,-8.9038,-9.2562
0.54436,-13.116,-13.537
-0.56764,-11.845,-12.255
-0.43808,-19.101,-19.624
-1.8989,-14.383,-14.849
-0.48028,-11.715,-12.122
-1.213,-10.018,-10.4
-0.29912,-9.5543,-9.92
0.72262,-6.6055,-6.9038
-0.32194,-8.6626,-9.0116
1.3658,-11.788,-12.18
0.43805,-7.6816,-8.0054
-0.29458,-9.9553,-10.328
0.81686,-13.38,-13.803
0.35474,-11.592,-11.989
-0.68506,-13.182,-13.616
1.1772,-6.2557,-6.5418
-0.038958,-10.358,-10.736
-0.50519,-11.923,-12.334
-0.16794,-14.722,-15.176
0.2591,-8.8764,-9.2248
-0.52174,-10.263,-10.644
1.0655,-7.4902,-7.8051
-0.30147,-14.466,-14.917
0.21066,-10.246,-10.62
-0.016538,-6.2398,-6.5348
0.89868,-9.5606,-9.9166
1.7258,-6.1834,-6.4635
-1.7174,-15.267,-15.746
0.18991,-9.1016,-9.4548
1.3189,-6.9969,-7.2995
-0.18,-11.318,-11.715
1.2859,-10.41,-10.778
-0.6526,-10.825,-11.217
0.59781,-12.409,-12.818
0.4991,-10.17,-10.541
-0.32256,-11.408,-11.808
-1.0966,-17.346,-17.851
-0.24024,-12.728,-13.15
1.0531,-6.1628,-6.4474
-0.51326,-12.347,-12.765
1.1665,-8.9552,-9.2978
-1.6832,-14.998,-15.472
-0.66843,-9.7212,-10.093
-1.1923,-10.405,-10.794
0.41207,-7.5532,-7.8746
0.56958,-9.5358,-9.894
0.77514,-6.147,-6.4334
