-8.1512,-8.0318,-0.066398,-1.2217,-0.55595,-7.3991,-7.5861,0.54422,-0.018546,-0.52651,0.34214,1.6934
-7.5791,-7.6214,0.78044,-0.039897,0.29089,-7.428,-7.6108,1.189,0.45219,0.09868,0.95418,2.3314
-7.7846,-7.7733,0.46548,-0.4673,-0.024071,-7.4172,-7.6019,0.95438,0.27633,-0.12887,0.74352,2.0968
-7.3664,-7.4587,1.1199,0.40626,0.63034,-7.4396,-7.62,1.4357,0.64278,0.33935,1.1957,2.5781
-8.9734,-8.5588,-1.1362,-2.8791,-1.6258,-7.3628,-7.5514,-0.33971,-0.60388,-1.3888,-0.50505,0.83035
-7.5945,-7.633,0.75642,-0.072023,0.26687,-7.4272,-7.6101,1.1713,0.43874,0.080986,0.93648,2.3137
-8.5529,-8.2976,-0.60841,-2.037,-1.098,-7.3807,-7.569,0.10652,-0.31638,-0.95361,-0.08099,1.2557
-7.2614,-7.3764,1.2925,0.62781,0.80292,-7.4455,-7.6246,1.5589,0.74011,0.45675,1.3152,2.7013
-8.2088,-8.0709,-0.14652,-1.3392,-0.63607,-7.3964,-7.5837,0.48081,-0.062742,-0.58992,0.27901,1.63
-9.5124,-8.8723,-1.7638,-3.9424,-2.2533,-7.3416,-7.529,-0.895,-0.94254,-1.9334,-1.0475,0.27507
-9.5378,-8.8865,-1.7922,-3.9921,-2.2817,-7.3407,-7.528,-0.92074,-0.9578,-1.9591,-1.0732,0.24933
-9.8488,-9.0581,-2.1329,-4.5978,-2.6225,-7.3292,-7.5152,-1.2329,-1.1402,-2.2576,-1.3561,0.13199
-9.5455,-8.8909,-1.8008,-4.0072,-2.2903,-7.3404,-7.5276,-0.92854,-0.96241,-1.9669,-1.081,0.24153
-8.4006,-8.1988,-0.40758,-1.7292,-0.89713,-7.3875,-7.5755,0.27111,-0.20633,-0.79562,0.069852,1.4203
-9.1483,-8.6629,-1.3453,-3.226,-1.8348,-7.3557,-7.5441,-0.52184,-0.71708,-1.5697,-0.68418,0.64823
-10.673,-9.4895,-2.9821,-6.1791,-3.4716,-7.3008,-7.4818,-2.0349,-1.5905,-3.044,-2.114,-0.67006
-6.8289,-7.0231,2.0394,1.551,1.5498,-7.4712,-7.6438,2.0773,1.1647,0.96477,1.8262,3.0397
-8.5256,-8.2801,-0.57284,-1.982,-1.0624,-7.3819,-7.5702,0.13588,-0.29691,-0.93085,-0.051627,1.2851
-7.3163,-7.4196,1.2018,0.51185,0.71226,-7.4424,-7.6222,1.4943,0.68894,0.398,1.2544,2.6367
-8.5459,-8.2931,-0.59929,-2.0229,-1.0888,-7.381,-7.5693,0.11406,-0.31139,-0.94608,-0.073453,1.2633
-8.4268,-8.216,-0.44253,-1.7823,-0.93208,-7.3863,-7.5744,0.24267,-0.22551,-0.82406,0.041414,1.3919
-8.3518,-8.1667,-0.34201,-1.6302,-0.83156,-7.3897,-7.5776,0.32423,-0.17033,-0.74533,0.12297,1.4734
-8.3143,-8.1418,-0.29126,-1.554,-0.78081,-7.3915,-7.5792,0.36513,-0.14243,-0.70442,0.16388,1.5143
-6.4932,-6.7342,2.6586,2.2802,2.1691,-7.4925,-7.6588,2.4926,1.521,1.3691,2.2378,3.455
-8.6351,-8.35,-0.71459,-2.2026,-1.2041,-7.3771,-7.5656,0.01834,-0.37441,-1.0418,-0.15304,1.1884
-5.7931,-6.0966,4.0553,3.8407,3.5657,-7.5409,-7.6908,3.3999,2.3392,2.2595,3.118,4.3521
-9.7417,-8.9997,-2.0171,-4.3899,-2.5066,-7.3331,-7.5196,-1.1261,-1.0783,-2.1567,-1.2581,0.23883
-8.0321,-7.9495,0.10234,-0.9777,-0.38721,-7.4049,-7.5912,0.67634,0.074721,-0.39694,0.47264,1.8256
-9.5511,-8.894,-1.807,-4.0181,-2.2966,-7.3402,-7.5274,-0.93419,-0.96576,-1.9725,-1.0867,0.43069
-7.8954,-7.8531,0.30073,-0.69642,-0.18881,-7.4116,-7.5971,0.82928,0.18471,-0.25396,0.61843,1.9785
-9.7492,-9.0038,-2.0252,-4.4044,-2.5148,-7.3328,-7.5193,-1.1335,-1.0826,-2.1642,-1.2656,0.23136
-8.2298,-8.0852,-0.17564,-1.3821,-0.66519,-7.3954,-7.5828,0.45766,-0.078786,-0.6119,0.25586,1.6069
-9.2713,-8.7347,-1.4891,-3.4689,-1.9786,-7.3509,-7.539,-0.64881,-0.79473,-1.6961,-0.80178,0.52125
-6.5747,-6.8054,2.5053,2.1023,2.0158,-7.4873,-7.6551,2.3908,1.4324,1.2723,2.1388,3.3532
-7.4893,-7.5534,0.92207,0.148,0.43252,-7.4328,-7.6147,1.2927,0.53158,0.20235,1.0556,2.4351
-6.8881,-7.0728,1.9337,1.4236,1.4442,-7.4676,-7.6411,2.0052,1.1043,0.89733,1.7542,2.9676
-8.7013,-8.3917,-0.799,-2.3356,-1.2886,-7.3742,-7.5628,-0.05234,-0.42048,-1.1055,-0.22372,1.1177
-9.3129,-8.7587,-1.5372,-3.5509,-2.0267,-7.3493,-7.5373,-0.69155,-0.82064,-1.7351,-0.84452,0.47851
-9.5076,-8.8696,-1.7584,-3.933,-2.2479,-7.3418,-7.5292,-0.89013,-0.93965,-1.9285,-1.0426,0.27993
-7.8789,-7.8413,0.32503,-0.66238,-0.16452,-7.4124,-7.5978,0.84784,0.19821,-0.23541,0.63698,1.997
-7.1381,-7.2779,1.4996,0.88938,1.0101,-7.4526,-7.6301,1.7049,0.8573,0.59909,1.4607,2.8473
-6.3166,-6.5775,2.9979,2.6686,2.5084,-7.5043,-7.6668,2.716,1.7178,1.5854,2.4542,3.6683
-7.5491,-7.5988,0.82756,0.022899,0.33801,-7.4296,-7.6121,1.2236,0.47858,0.13329,0.98879,2.366
-7.8328,-7.8082,0.39343,-0.56701,-0.096118,-7.4148,-7.5998,0.89988,0.23623,-0.18336,0.68902,2.0491
-5.6055,-5.9191,4.452,4.2688,3.9624,-7.5547,-7.6996,3.6534,2.5755,2.507,3.3609,4.6056
-8.5661,-8.3061,-0.62558,-2.0637,-1.1151,-7.3801,-7.5685,0.092311,-0.32577,-0.96782,-0.095198,1.2415
-9.0538,-8.607,-1.2331,-3.0389,-1.7226,-7.3595,-7.548,-0.42371,-0.65636,-1.4716,-0.58655,0.74636
-9.1382,-8.657,-1.3334,-3.2061,-1.8229,-7.3561,-7.5445,-0.5114,-0.71065,-1.5593,-0.67374,0.65866
-9.9037,-9.0878,-2.1918,-4.7042,-2.6813,-7.3272,-7.513,-1.2874,-1.1716,-2.3121,-1.4107,0.077468
-6.9945,-7.1609,1.7467,1.1956,1.2571,-7.4611,-7.6364,1.8767,0.99763,0.77089,1.6302,2.8391
-9.6936,-8.9732,-1.9645,-4.2962,-2.4541,-7.3349,-7.5216,-1.0778,-1.0502,-2.1085,-1.2145,0.28707
-9.0154,-8.584,-1.1869,-2.9625,-1.6764,-7.3611,-7.5496,-0.38357,-0.63134,-1.4315,-0.54642,0.78649
-7.3547,-7.4496,1.1389,0.43079,0.64932,-7.4403,-7.6205,1.4493,0.65347,0.35296,1.2093,2.5917
-8.6605,-8.366,-0.74704,-2.2536,-1.2366,-7.376,-7.5645,-0.008772,-0.39213,-1.0689,-0.18015,1.1613
-5.5099,-5.8278,4.6577,4.4888,4.1681,-7.5618,-7.7041,3.7845,2.6987,2.6381,3.4898,4.7367
-8.1925,-8.0599,-0.12402,-1.3061,-0.61356,-7.3971,-7.5843,0.49866,-0.050333,-0.57206,0.29687,1.6479
-8.9474,-8.5431,-1.1046,-2.8273,-1.5942,-7.3639,-7.5525,-0.31244,-0.58673,-1.3616,-0.47777,0.85763
-7.6989,-7.7106,0.59535,-0.28941,0.1058,-7.4217,-7.6056,1.0518,0.34873,-0.035468,0.82512,2.1942
-8.8816,-8.5032,-1.0241,-2.6963,-1.5137,-7.3666,-7.5552,-0.2433,-0.54302,-1.2924,-0.40864,0.92676
-8.3466,-8.1633,-0.3351,-1.6198,-0.82465,-7.39,-7.5778,0.32981,-0.16653,-0.73975,0.12855,1.479
-8.2595,-8.1051,-0.21641,-1.4425,-0.70596,-7.394,-7.5815,0.42514,-0.10124,-0.64442,0.22334,1.5743
-6.5649,-6.797,2.5235,2.1235,2.034,-7.4879,-7.6556,2.4029,1.4429,1.2844,2.151,3.3653
-9.2557,-8.7257,-1.471,-3.4382,-1.9606,-7.3515,-7.5396,-0.63277,-0.78497,-1.68,-0.79511,0.53729
-7.7188,-7.7252,0.56498,-0.3308,0.075435,-7.4206,-7.6047,1.0291,0.33179,-0.058166,0.80242,2.1715
-7.0617,-7.216,1.6302,1.052,1.1407,-7.4571,-7.6334,1.796,0.93141,0.69021,1.5519,2.9384
-8.9927,-8.5704,-1.1596,-2.9175,-1.6491,-7.362,-7.5506,-0.35993,-0.61655,-1.4091,-0.52277,0.81014
-8.2362,-8.0894,-0.18436,-1.395,-0.67391,-7.3951,-7.5825,0.45071,-0.083593,-0.61885,0.24891,1.5999
-9.0188,-8.5861,-1.1911,-2.9694,-1.6806,-7.3609,-7.5495,-0.38722,-0.63362,-1.4351,-0.55006,0.78285
-6.7648,-6.9689,2.1551,1.6895,1.6655,-7.4752,-7.6466,2.1557,1.231,1.0432,1.9045,3.1181
-8.1245,-8.0135,-0.028872,-1.1671,-0.51842,-7.4004,-7.5873,0.57377,0.002173,-0.49696,0.37169,1.723
-7.911,-7.8642,0.27793,-0.72845,-0.21162,-7.4108,-7.5964,0.81183,0.17205,-0.26145,0.60098,1.961
